Unnamed: 0,reviews
13809,"
The product i received is almost the used and repacked. Anyone can easily sense that. I would suggest not to buy these old smartphones from the online platform. Mostly these are from old stock and used for the demo at the counter by individual seller. I received this from Pimpri Pune seller.Talking about smartphones, i was expecting way more and it's not at all upto the mark. Built-in Alexa has some glitches. Battery is very poor. Not sure if I'm only facing this issue.After restarting the phone random application shortcut are getting created for no reason. Need to be fixed.Fast charging is the only plus side of the phone, it works really well. Sound quality is also good. Speakers are adequately loud.Overall I'm disappointed.
"
13810,"
Osm quality
"
13811,"
+Ve’sAMOLED displaySlim and not bulkyGood selfie cameraGood battery backup-vesAverage rear cameraAlways on display only for 10 secs
"
13812,"
Product is very good at this price range.Love this color deep see blue. Camera is not upto mark but rest functioning is great.
"
13813,"
Good
"
13814,"
Camera quality is ok...
"
13815,"
Nice
"
13816,"
Mobile size so SlimBut weight
"
13817,"
Pros: 1) Battery life very good easily stands for 2 days of normal use  2) Finger print sensor good sensitive  3) Selfie camera not bad  4) Main camera goodCon: 1)Macro camera worst  2) Frequent suggestion about app.
"
13818,"
Don't waste money to buy this product. I had taken this product six months back, and now I am facing charging problem it seems to be connected to charger but not charging
"
13819,"
Great phoneNo laggingSuperb performanceSound - goodI recommended this phone in this price range. I bought it for 16000
"
13820,"
Tik hain
"
13821,"
Phone is very heating battery is draining faster 🥴🥴
"
13822,"




                    The media could not be loaded.
                


"
13823,"
just wow.... when you use the touch screen you will feel the smoothness, now i regret why didn't I bought the MI mobile earlier instead was using the pathetic Realme brand, good thing about Xiaomi is we have lots and lots of advanced features like missed notification blinking lights on display, I really love that feature, overall I am really delighted 🙂
"
13824,"
On Rs 12,500 this is good phone, if you need good camera then not buy
"
13825,"
Fingerprint placing is very bad and not working as per expected. Whenever any incoming call ringing, always phone ringing is accurate but whose calling on display is very late... So it's very irritating... According to other mobiles in same price segment it's a very bad choice according to me.. Go with realme instead of this as per me... After using this from last almost 30 days i think it's average product. And I don't suggest anyone for this...
"
13826,"
After many review read and go for this oneFront camera is not wellRear camera is goodIt's a good smart phone at this priceU can go for it
"
13827,"
Bad product regular after 2/3month software
"
13828,"




                    The media could not be loaded.
                



 Nice phone but camera quality not so good but i hop miu  next update figure out ... Finger reader battery  life so good product,...................,.....................
"
13829,"
Redmi note 10s is not even average smart phone but it is below average
"
13830,"
The phone as expected has heating issues,but the performance till now is kinda ok...bought this like 28 days ago..charger stopped working the day before yesterday itself...about the phone if you wanna know my feedback it is performing good for the things i use it for...i also play a game called free fire and it provides good sensitivity and touch responce as well...i play in standard and i see no lag even with screen rec on so it can allow you to do some good movements as well as headshots...but that stupid charger man..im pissed about that...please dont sell crappy side products...from some experience i saw that nobody gets a charger like the original one..please provide good side products too
"
13831,"
Camera quality is very raw
"
13832,"
Good
"
13833,"
After a month , the price decreased 2,000 , i was dissapointed but mobile is cool but don't compare with  redmi note 10pro
"
13834,"
Thoda mobile mein hitting problem hai
"
13835,"
Good toy
"
13836,"
Nice phone
"
13837,"
Redmi note 10 s super phone .. battery is too good and camera cleratiy awesome I'm happy with this phone
"
13838,"
Fingerprint scan is fast Camera Quality is good& Battery good
"
13839,"
this phone is overall worth the price
"
13840,"
👏👌🏻
"
13841,"




                    The media could not be loaded.
                


"
13842,"
Good
"
13843,"
Display, battery camera, processor everything in just 17k, very budget friend device, using Xiaomi since its launch, updates are still available for older devices, much love
"
13844,"
Best phone in this range
"
13845,"




                    The media could not be loaded.
                



 Not good performance facing over heating in Daily task in one day use and the camera is totally waste in this price of range other phones and facing drop frame of rate in playing video. Lots of bug facing in this phone
"
13846,"
This phone is a perfect allrounder...Believe me...The display is amoled and good...You can get better diplay on Samsung but samsung lacks performance...The g95 is a good chip ...You can play intense games for long hours without thinking about battery.just keep one thing in mind that the processor heats up..so if u play in cool room then no problem will be there...the cameras are very good but the processing software is not good.so I use Google camera mod..Battery life is amazing with 50 charge in nearly half hour...They design is very compact and feels great to hold...This is the best design in this price segment...Dual speakers do the job and the phone is dust and water resistant...u can use in rain...The fingerprint sensor is very good indeed...Just to sum it up....If u can keep the device cool all the time...Then it is the best deal in 15000 with 4 yrs of security updates..
"
13847,"
Overall average
"
13848,"
For camera go with gcam heating issue while gamingOtherwise best option in 13-14k
"
13849,"
Very nice
"
13850,"
Camera is not good else a good option.
"
13851,"
Super
"
13852,"
There is many bugs in message app & phone app
"
13853,"
Although the screen is definitely the good part here! But camera is not so good it's just average camera in this price range .. as the performance is balanced per battery usage !Gaming is good there are few jitters ... But it's fine !
"
13854,"
Product is good and function smoothly. But in order to that, the camera is not upto mark level. And the display is below average. While you buy the product, just consider the display. And apart from that it's okay..
"
13855,"
I like to phone dizine
"
13856,
13857,"
Several times not receiving calls, Says not in network coverage area though I am in fully coverage area.Its really annoying
"
13858,"
All quality are competitive to one plus except camera
"
